trade_id,entry_date,entry_day,strategy,index,lots,entry_prem,exit_prem,actual_pnl,lot_size_used,recon_sign,expected_pnl,implied_multiplier,recon_error,pnl_reconciles,pnl_engine,pnl_engine_reason,structure_incomplete,canonical_won,followed_app
111,2026-05-19T04:09:19.572+00:00,2026-05-19,IRON_CONDOR,BNF,1.0,240.3,209.45,31.0,30.0,1.0,925.5000000000007,1.0048622366288484,-894.5000000000007,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
112,2026-05-19T06:23:36.224+00:00,2026-05-19,IRON_CONDOR,BNF,1.0,149.1,144.05,5.0,30.0,1.0,151.4999999999995,0.9900990099009934,-146.4999999999995,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
113,2026-05-19T09:26:34.048+00:00,2026-05-19,BEAR_CALL,BNF,1.0,258.65,172.8,2575.0,30.0,1.0,2575.499999999999,29.994175888177065,-0.4999999999990905,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
114,2026-05-19T09:44:07.917+00:00,2026-05-19,BEAR_CALL,BNF,1.0,297.05,197.25,2994.0,30.0,1.0,2994.0000000000005,29.999999999999996,-4.547473508864641e-13,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
115,2026-05-20T08:12:16.365+00:00,2026-05-20,IRON_CONDOR,NF,1.0,104.35,98.35,390.0,65.0,1.0,390.0,65.0,0.0,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
116,2026-05-20T08:12:34.921+00:00,2026-05-20,BULL_PUT,BNF,1.0,199.25,116.35,2487.0,30.0,1.0,2487.0,29.999999999999996,0.0,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
117,2026-05-21T04:52:33.836+00:00,2026-05-21,IRON_CONDOR,NF,1.0,58.05,59.4,-88.0,65.0,1.0,-87.75000000000009,65.18518518518512,-0.24999999999991473,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
118,2026-05-21T04:52:39.704+00:00,2026-05-21,IRON_CONDOR,NF,1.0,34.3,34.75,-29.0,65.0,1.0,-29.250000000000185,64.44444444444403,0.25000000000018474,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
119,2026-05-21T04:52:56.189+00:00,2026-05-21,IRON_CONDOR,NF,1.0,58.05,59.4,-88.0,65.0,1.0,-87.75000000000009,65.18518518518512,-0.24999999999991473,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
120,2026-05-21T04:53:07.241+00:00,2026-05-21,IRON_CONDOR,NF,1.0,67.0,68.4,-91.0,65.0,1.0,-91.00000000000037,64.99999999999973,3.694822225952521e-13,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
121,2026-05-27T08:27:14.139+00:00,2026-05-27,IRON_CONDOR,NF,1.0,34.35,29.25,332.0,65.0,1.0,331.5000000000001,65.09803921568626,0.4999999999998863,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
122,2026-05-27T08:27:52.155+00:00,2026-05-27,IRON_CONDOR,NF,1.0,79.5,67.25,796.0,65.0,1.0,796.25,64.9795918367347,-0.25,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
123,2026-05-27T08:28:14.355+00:00,2026-05-27,BEAR_CALL,NF,1.0,72.95,71.15,117.0,65.0,1.0,116.99999999999982,65.0000000000001,1.8474111129762605e-13,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
124,2026-05-29T06:49:24.545+00:00,2026-05-29,BULL_PUT,NF,1.0,50.6,62.6,-780.0,65.0,1.0,-780.0,65.0,0.0,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
125,2026-05-29T06:59:49.768+00:00,2026-05-29,IRON_CONDOR,NF,1.0,36.75,37.8,-68.0,65.0,1.0,-68.24999999999982,64.76190476190494,0.24999999999981526,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
126,2026-06-01T09:34:43.669+00:00,2026-06-01,BEAR_CALL,NF,1.0,33.55,36.65,-202.0,65.0,1.0,-201.50000000000009,65.16129032258061,-0.49999999999991473,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
127,2026-06-03T04:32:38.353+00:00,2026-06-03,IRON_CONDOR,NF,1.0,84.2,83.7,33.0,65.0,1.0,32.5,66.0,0.5,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
128,2026-06-03T04:32:45.88+00:00,2026-06-03,IRON_CONDOR,NF,1.0,57.75,57.45,20.0,65.0,1.0,19.499999999999815,66.6666666666673,0.5000000000001847,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
129,2026-06-03T05:40:34.922+00:00,2026-06-03,IRON_CONDOR,NF,1.0,57.65,67.4,-634.0,65.0,1.0,-633.7500000000005,65.02564102564098,-0.24999999999954525,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
130,2026-06-03T05:41:16.499+00:00,2026-06-03,IRON_CONDOR,NF,1.0,84.15,99.1,-972.0,65.0,1.0,-971.7499999999993,65.01672240802681,-0.2500000000006821,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
131,2026-06-03T05:41:32.284+00:00,2026-06-03,IRON_CONDOR,NF,1.0,109.4,126.5,-1111.0,65.0,1.0,-1111.4999999999995,64.97076023391816,0.49999999999954525,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
132,2026-06-04T05:07:08.088+00:00,2026-06-04,BEAR_PUT,BNF,1.0,300.7,293.75,-208.0,30.0,-1.0,-208.49999999999966,-29.928057553956883,0.49999999999965894,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
133,2026-06-04T05:07:18.796+00:00,2026-06-04,BEAR_PUT,NF,1.0,99.55,96.3,-211.0,65.0,-1.0,-211.25,-64.92307692307692,0.25,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,False,
134,2026-06-10T04:41:13.182+00:00,2026-06-10,IRON_CONDOR,NF,1.0,89.95,81.7,536.0,65.0,1.0,536.25,64.96969696969697,-0.25,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
135,2026-06-17T05:12:07.895+00:00,2026-06-17,BEAR_PUT,NF,1.0,113.85,133.65,1287.0,65.0,-1.0,1287.0000000000007,-64.99999999999996,-6.821210263296962e-13,True,RECONCILED,ACTUAL_PNL_RECONCILES_WITH_STORED_PREMIUMS,False,True,
136,2026-06-17T05:16:08.784+00:00,2026-06-17,IRON_CONDOR,NF,1.0,87.65,60.45,396.0,65.0,1.0,1768.0000000000002,14.558823529411763,-1372.0000000000002,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
137,2026-06-19T07:46:17.106+00:00,2026-06-19,BEAR_CALL,BNF,1.0,146.25,161.2,-879.0,30.0,1.0,-448.49999999999966,58.79598662207362,-430.50000000000034,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
138,2026-06-19T07:46:22.754+00:00,2026-06-19,BEAR_CALL,BNF,1.0,175.5,,-431.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
139,2026-06-22T03:50:12.623+00:00,2026-06-22,IRON_CONDOR,NF,1.0,32.5,29.55,-1165.0,65.0,1.0,191.74999999999994,-394.91525423728825,-1356.75,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
140,2026-06-22T03:50:23.075+00:00,2026-06-22,BEAR_CALL,BNF,1.0,134.8,,-423.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
141,2026-06-22T06:05:28.909+00:00,2026-06-22,IRON_CONDOR,NF,1.0,16.35,16.0,-1328.0,65.0,1.0,22.750000000000092,-3794.2857142856988,-1350.75,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
142,2026-06-22T06:05:38.375+00:00,2026-06-22,IRON_CONDOR,NF,1.0,32.55,,-1354.0,65.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
143,2026-06-23T07:00:35.262+00:00,2026-06-23,BEAR_CALL,BNF,1.0,118.4,107.0,-76.0,30.0,1.0,342.00000000000017,-6.666666666666663,-418.00000000000017,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
144,2026-06-23T08:15:28.414+00:00,2026-06-23,BEAR_CALL,BNF,1.0,114.55,114.8,-426.0,30.0,1.0,-7.5,1704.0,-418.5,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
145,2026-06-23T09:30:27.246+00:00,2026-06-23,BEAR_CALL,BNF,1.0,101.65,82.4,164.0,30.0,1.0,577.5,8.519480519480519,-413.5,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
146,2026-06-24T04:05:29.639+00:00,2026-06-24,BEAR_PUT,NF,1.0,91.7,110.85,819.0,65.0,-1.0,1244.7499999999995,-42.767624020887745,-425.74999999999955,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
147,2026-06-24T05:30:26.791+00:00,2026-06-24,BEAR_CALL,BNF,1.0,106.05,158.05,-1973.0,30.0,1.0,-1560.0000000000005,37.94230769230768,-412.99999999999955,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
148,2026-06-24T05:30:50.21+00:00,2026-06-24,BEAR_CALL,BNF,1.0,125.6,,-413.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
149,2026-06-24T06:55:31.471+00:00,2026-06-24,BEAR_CALL,BNF,1.0,101.4,107.15,-585.0,30.0,1.0,-172.5,101.73913043478261,-412.5,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
150,2026-06-24T06:55:38.475+00:00,2026-06-24,BEAR_CALL,BNF,1.0,118.85,,-413.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
151,2026-06-29T04:26:16.849+00:00,2026-06-29,IRON_CONDOR,BNF,1.0,126.55,125.5,-1250.0,30.0,1.0,31.499999999999915,-1190.4761904761938,-1281.5,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
152,2026-06-29T05:50:45.873+00:00,2026-06-29,IRON_CONDOR,BNF,1.0,116.15,120.4,-359.0,30.0,1.0,-127.5,84.47058823529412,-231.5,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
153,2026-06-29T05:50:51.724+00:00,2026-06-29,IRON_CONDOR,BNF,1.0,63.15,,-233.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
154,2026-06-29T06:50:42.999+00:00,2026-06-29,IRON_CONDOR,BNF,1.0,68.95,69.05,-238.0,30.0,1.0,-2.9999999999998295,2380.0000000001355,-235.00000000000017,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
155,2026-06-29T06:50:53.939+00:00,2026-06-29,IRON_CONDOR,BNF,1.0,112.35,,-234.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
156,2026-06-29T07:04:07.777+00:00,2026-06-29,BEAR_CALL,NF,1.0,30.3,27.4,56.0,65.0,1.0,188.50000000000014,19.310344827586192,-132.50000000000014,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
157,2026-06-29T08:58:36.491+00:00,2026-06-29,BULL_PUT,BNF,1.0,63.0,57.5,49.0,30.0,1.0,165.0,8.909090909090908,-116.0,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
158,2026-06-29T08:58:48.683+00:00,2026-06-29,BULL_PUT,BNF,1.0,50.3,,-116.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
159,2026-07-02T04:25:27.656+00:00,2026-07-02,BEAR_CALL,BNF,1.0,177.65,164.5,215.0,30.0,1.0,394.50000000000017,16.349809885931553,-179.50000000000017,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
160,2026-07-02T04:25:34.511+00:00,2026-07-02,BEAR_PUT,NF,1.0,69.65,,-142.0,65.0,-1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
161,2026-07-02T04:25:48.823+00:00,2026-07-02,BEAR_PUT,BNF,1.0,222.3,244.1,486.0,30.0,-1.0,653.9999999999995,-22.293577981651392,-167.99999999999955,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
162,2026-07-03T04:38:14.877+00:00,2026-07-03,BEAR_CALL,BNF,1.0,181.25,180.3,-151.0,30.0,1.0,28.49999999999966,-158.94736842105453,-179.49999999999966,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
163,2026-07-06T07:11:19.573+00:00,2026-07-06,BEAR_CALL,BNF,1.0,163.5,160.0,-62.0,30.0,1.0,105.0,-17.714285714285715,-167.0,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
164,2026-07-06T07:30:52.265+00:00,2026-07-06,IRON_CONDOR,NF,1.0,13.8,,-259.0,65.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
165,2026-07-07T06:06:06.984+00:00,2026-07-07,BEAR_CALL,BNF,1.0,157.5,148.3,115.0,30.0,1.0,275.99999999999966,12.500000000000016,-160.99999999999966,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
166,2026-07-08T04:33:09.191+00:00,2026-07-08,BEAR_PUT,BNF,1.0,364.8,,-155.0,30.0,-1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
167,2026-07-08T04:33:15.164+00:00,2026-07-08,BEAR_PUT,BNF,1.0,307.15,295.65,-504.0,30.0,-1.0,-345.0,-43.82608695652174,-159.0,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
168,2026-07-13T09:06:13.954+00:00,2026-07-13,BEAR_CALL,BNF,1.0,219.05,224.15,-317.0,30.0,1.0,-152.99999999999983,62.15686274509811,-164.00000000000017,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
169,2026-07-13T09:06:19.943+00:00,2026-07-13,BEAR_CALL,BNF,1.0,178.55,,-165.0,30.0,1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
170,2026-07-16T04:12:04.232+00:00,2026-07-16,BEAR_PUT,NF,1.0,68.75,84.55,883.0,65.0,-1.0,1026.9999999999998,-55.8860759493671,-143.99999999999977,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
171,2026-07-16T04:12:16.325+00:00,2026-07-16,BEAR_PUT,BNF,1.0,221.0,253.95,836.0,30.0,-1.0,988.4999999999997,-25.371775417298945,-152.49999999999966,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,True,
172,2026-07-17T04:07:05.553+00:00,2026-07-17,BEAR_PUT,NF,1.0,73.6,65.25,-688.0,65.0,-1.0,-542.7499999999997,-82.39520958083838,-145.25000000000034,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
173,2026-07-17T04:07:11.47+00:00,2026-07-17,BEAR_PUT,NF,1.0,59.95,41.3,-1359.0,65.0,-1.0,-1212.2500000000005,-72.86863270777478,-146.74999999999955,False,PNL_BASIS_DIVERGENT,ENTRY_BASIS_MISMATCH_EXECUTABLE_VS_STORED,False,False,
174,2026-07-17T04:07:18.873+00:00,2026-07-17,BEAR_PUT,BNF,1.0,339.95,,-147.0,30.0,-1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
175,2026-07-17T04:07:31.071+00:00,2026-07-17,BEAR_PUT,BNF,1.0,287.45,,-151.0,30.0,-1.0,,,,,UNKNOWN,MISSING_ENTRY_OR_EXIT_PREMIUM,False,False,
